ID,Name,InChI,InChIKey,SMILES,Solubility
B-1846,"2h-purin-2-one, 1,3-dihydro-","InChI=1S/C5H4N4O/c10-5-6-1-3-4(9-5)8-2-7-3/h1-2H,(H2,6,7,8,9,10)",CRIZPXKICGBNKG-UHFFFAOYSA-N,O=C1Nc2nc[nH]c2C=N1,-1.7136
B-1847,"1h-purine-2,6,8(3h)-trione, 7,9-dihydro-1,3,7,9-",InChI=1S/C9H12N4O3/c1-10-5-6(11(2)8(10)15)12(3)9(16)13(4)7(5)14/h1-4H3,QGDOQULISIQFHQ-UHFFFAOYSA-N,CN1C(=O)N(C)C2=C(N(C)C(=O)N2C)C1=O,-0.9527
B-1848,phosalone,"InChI=1S/C12H15ClNO4PS2/c1-3-16-19(20,17-4-2)21-8-14-10-6-5-9(13)7-11(10)18-12(14)15/h5-7H,3-4,8H2,1-2H3",IOUNQDKNJZEDEP-UHFFFAOYSA-N,CCO[P](=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12,-5.0813
B-1849,flurenol-butyl,"InChI=1S/C18H18O3/c1-2-3-12-21-17(19)18(20)15-10-6-4-8-13(15)14-9-5-7-11-16(14)18/h4-11,20H,2-3,12H2,1H3",PSGPXWYGJGGEEG-UHFFFAOYSA-N,CCCCOC(=O)C1(O)c2ccccc2c3ccccc13,-3.8885
B-1850,cdea,"InChI=1S/C6H12ClNO/c1-3-8(4-2)6(9)5-7/h3-5H2,1-2H3",CQQUWTMMFMJEFE-UHFFFAOYSA-N,CCN(CC)C(=O)CCl,-0.243
B-1851,propyl benzoate,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",UDEWPOVQBGFNGE-UHFFFAOYSA-N,CCCOC(=O)c1ccccc1,-2.6701
B-1852,"benzenemethanol, 5-bromo-2-hydroxy-","InChI=1S/C7H7BrO2/c8-6-1-2-7(10)5(3-6)4-9/h1-3,9-10H,4H2",KNKRHSVKIORZQB-UHFFFAOYSA-N,OCc1cc(Br)ccc1O,-0.2072
B-1853,"butanedioic acid, (1-methylethyl)-","InChI=1S/C7H12O4/c1-4(2)5(7(10)11)3-6(8)9/h4-5H,3H2,1-2H3,(H,8,9)(H,10,11)",RKAFKUROUOLPOL-UHFFFAOYSA-N,CC(C)C(CC(O)=O)C(O)=O,-0.4073
B-1854,"n-acetyl-l-phenylalanine, ethyl ester","InChI=1S/C13H17NO3/c1-3-17-13(16)12(14-10(2)15)9-11-7-5-4-6-8-11/h4-8,12H,3,9H2,1-2H3,(H,14,15)/t12-/m0/s1",YIVZYFDBEPMPNL-LBPRGKRZSA-N,CCOC(=O)[C@H](Cc1ccccc1)NC(C)=O,-1.7557
B-1855,"1,2,3,5-tetrafluorobenzene",InChI=1S/C6H2F4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,UHHYOKRQTQBKSB-UHFFFAOYSA-N,Fc1cc(F)c(F)c(F)c1,-2.3057
B-1856,"2,2-dimethyl-1-pentanol","InChI=1S/C7H16O/c1-4-5-7(2,3)6-8/h8H,4-6H2,1-3H3",QTOMCRXZFDHJOL-UHFFFAOYSA-N,CCCC(C)(C)CO,-1.4391
B-1857,"3,4-(methylenedioxy)cinnamic acid","InChI=1S/C10H8O4/c11-10(12)4-2-7-1-3-8-9(5-7)14-6-13-8/h1-5H,6H2,(H,11,12)/b4-2-",QFQYZMGOKIROEC-RQOWECAXSA-N,OC(=O)\C=C/c1ccc2OCOc2c1,-3.8523
B-1858,5-allyl-5-ethyl barbituric acid,"InChI=1S/C9H12N2O3/c1-3-5-9(4-2)6(12)10-8(14)11-7(9)13/h3H,1,4-5H2,2H3,(H2,10,11,12,13,14)",QPADNTZLUBYNEN-UHFFFAOYSA-N,CCC1(CC=C)C(=O)NC(=O)NC1=O,-1.6885
B-1859,10-methyl-benz(a)anthracene,"InChI=1S/C19H14/c1-13-6-7-15-11-16-9-8-14-4-2-3-5-18(14)19(16)12-17(15)10-13/h2-12H,1H3",WUMGYHICFXGLAB-UHFFFAOYSA-N,Cc1ccc2cc3ccc4ccccc4c3cc2c1,-6.644
B-1860,9-methylbenz(a)anthracene,"InChI=1S/C19H14/c1-13-6-7-15-12-19-16(11-17(15)10-13)9-8-14-4-2-3-5-18(14)19/h2-12H,1H3",KYJPMPXTXCFCRM-UHFFFAOYSA-N,Cc1ccc2cc3c(ccc4ccccc34)cc2c1,-6.8162
B-1861,6-methylbenzo(a)pyrene,"InChI=1S/C21H14/c1-13-16-7-2-3-8-18(16)19-12-10-15-6-4-5-14-9-11-17(13)21(19)20(14)15/h2-12H,1H3",YFYHJNJCAGHSFA-UHFFFAOYSA-N,Cc1c2ccccc2c3ccc4cccc5ccc1c3c45,-8.5234
B-1862,2(3h)-benzoxazolethione,"InChI=1S/C7H5NOS/c10-7-8-5-3-1-2-4-6(5)9-7/h1-4H,(H,8,10)",FLFWJIBUZQARMD-UHFFFAOYSA-N,S=C1Nc2ccccc2O1,-2.1795
B-1863,mirex,"InChI=1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18",GVYLCNUFSHDAAW-UHFFFAOYSA-N,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-6.8074
B-1864,1-chloro-3-isothiocyanato-benzene,InChI=1S/C7H4ClNS/c8-6-2-1-3-7(4-6)9-5-10/h1-4H,WGXCKFMVBAOIFH-UHFFFAOYSA-N,Clc1cccc(c1)N=C=S,-3.9507
B-1865,"1,8-nonadiyne","InChI=1S/C9H12/c1-3-5-7-9-8-6-4-2/h1-2H,5-9H2",DMOVPHYFYSASTC-UHFFFAOYSA-N,C#CCCCCCC#C,-2.983
B-1866,n-oxidenicotinic acid,"InChI=1S/C6H5NO3/c8-6(9)5-2-1-3-7(10)4-5/h1-4H,(H,8,9)",FJCFFCXMEXZEIM-UHFFFAOYSA-N,OC(=O)C1=C[NH++]([O-])[CH-]C=C1,-1.2983
B-1867,"phosphonic acid, ethyl-, dibutyl ester","InChI=1S/C10H23O3P/c1-4-7-9-12-14(11,6-3)13-10-8-5-2/h4-10H2,1-3H3",SBRBXWIDHBSVPD-UHFFFAOYSA-N,CCCCO[P](=O)(CC)OCCCC,-1.5687
B-1868,dibutyl methylphosphonate,"InChI=1S/C9H21O3P/c1-4-6-8-11-13(3,10)12-9-7-5-2/h4-9H2,1-3H3",NPNBLTJGRBYCJB-UHFFFAOYSA-N,CCCCO[P](C)(=O)OCCCC,-1.4155
B-1869,"phenol, 2-phenoxy-","InChI=1S/C12H10O2/c13-11-8-4-5-9-12(11)14-10-6-2-1-3-7-10/h1-9,13H",KDTZBYPBMTXCSO-UHFFFAOYSA-N,Oc1ccccc1Oc2ccccc2,-3.2286
B-1870,tri-sec-butanolamine,"InChI=1S/C12H27NO3/c1-4-10(14)7-13(8-11(15)5-2)9-12(16)6-3/h10-12,14-16H,4-9H2,1-3H3",BFIAIMMAHAIVFT-UHFFFAOYSA-N,CCC(O)CN(CC(O)CC)CC(O)CC,-0.5229
B-1871,12-methylbenz(a)anthracene,"InChI=1S/C19H14/c1-13-17-8-4-3-7-15(17)12-16-11-10-14-6-2-5-9-18(14)19(13)16/h2-12H,1H3",ACYOLKMEHHTLAB-UHFFFAOYSA-N,Cc1c2ccccc2cc3ccc4ccccc4c13,-6.5648
B-1872,captafol,"InChI=1S/C10H9Cl4NO2S/c11-9(12)10(13,14)18-15-7(16)5-3-1-2-4-6(5)8(15)17/h1-2,5-6,9H,3-4H2",JHRWWRDRBPCWTF-UHFFFAOYSA-N,ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,-5.3968
B-1873,glycidyl n-butyl ether,"InChI=1S/C7H14O2/c1-2-3-4-8-5-7-6-9-7/h7H,2-6H2,1H3",YSUQLAYJZDEMOT-UHFFFAOYSA-N,CCCCOCC1CO1,-0.8135
B-1874,"4-methyl-2,6-dichlorophenol","InChI=1S/C7H6Cl2O/c1-4-2-5(8)7(10)6(9)3-4/h2-3,10H,1H3",YXEOEPYIBGTLML-UHFFFAOYSA-N,Cc1cc(Cl)c(O)c(Cl)c1,-1.4202
B-1875,"pteridine, 2-methyl-","InChI=1S/C7H6N4/c1-5-10-4-6-7(11-5)9-3-2-8-6/h2-4H,1H3",BIGRRCHSUAXSEE-UHFFFAOYSA-N,Cc1ncc2nccnc2n1,-0.1191
B-1876,"pteridine, 4-methyl-","InChI=1S/C7H6N4/c1-5-6-7(11-4-10-5)9-3-2-8-6/h2-4H,1H3",WESDBLALURHRDL-UHFFFAOYSA-N,Cc1ncnc2nccnc12,-0.4658
B-1877,11-aminoundecanoic acid,"InChI=1S/C11H23NO2/c12-10-8-6-4-2-1-3-5-7-9-11(13)14/h1-10,12H2,(H,13,14)",GUOSQNAUYHMCRU-UHFFFAOYSA-N,NCCCCCCCCCCC(O)=O,-2.3039
B-1878,oxythioquinox,"InChI=1S/C10H6N2OS2/c1-5-2-3-6-7(4-5)12-9-8(11-6)14-10(13)15-9/h2-4H,1H3",FBQQHUGEACOBDN-UHFFFAOYSA-N,Cc1ccc2nc3SC(=O)Sc3nc2c1,-5.3698
B-1879,dodine,"InChI=1S/C13H29N3.C2H4O2/c1-2-3-4-5-6-7-8-9-10-11-12-16-13(14)15;1-2(3)4/h2-12H2,1H3,(H4,14,15,16);1H3,(H,3,4)",YIKWKLYQRFRGPM-UHFFFAOYSA-N,CCCCCCCCCCCCN=C(N)N.CC(O)=O,-2.6592
B-1880,o-methoxybenzamide,"InChI=1S/C8H9NO2/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H2,9,10)",MNWSGMTUGXNYHJ-UHFFFAOYSA-N,COc1ccccc1C(N)=O,-1.7815
B-1881,glyphosine,"InChI=1S/C4H11NO8P2/c6-4(7)1-5(2-14(8,9)10)3-15(11,12)13/h1-3H2,(H,6,7)(H2,8,9,10)(H2,11,12,13)",OXHDYFKENBXUEM-UHFFFAOYSA-N,OC(=O)CN(C[P](O)(O)=O)C[P](O)(O)=O,-0.0256
B-1882,"ethanone, 2-(4-aminophenyl)-1-phenyl-","InChI=1S/C14H13NO/c15-13-8-6-11(7-9-13)10-14(16)12-4-2-1-3-5-12/h1-9H,10,15H2",XBDWIJCZQWUMMU-UHFFFAOYSA-N,Nc1ccc(CC(=O)c2ccccc2)cc1,-1.805
B-1883,"4,4'-dichlorodiphenyl ether",InChI=1S/C12H8Cl2O/c13-9-1-5-11(6-2-9)15-12-7-3-10(14)4-8-12/h1-8H,URUJZHZLCCIILC-UHFFFAOYSA-N,Clc1ccc(Oc2ccc(Cl)cc2)cc1,-4.7999
B-1884,terpin hydrate (cis-form),"InChI=1S/C10H20O2.H2O/c1-9(2,11)8-4-6-10(3,12)7-5-8;/h8,11-12H,4-7H2,1-3H3;1H2",JGKJMBOJWVAMIJ-UHFFFAOYSA-N,O.CC(C)(O)C1CCC(C)(O)CC1,-1.6774
B-1885,"9h-fluorene-9-carboxylic aicd, 2-chloro-9-hydrox","InChI=1S/C14H9ClO3/c15-8-5-6-10-9-3-1-2-4-11(9)14(18,13(16)17)12(10)7-8/h1-7,18H,(H,16,17)",SVOAUHHKPGKPQK-UHFFFAOYSA-N,OC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13,-4.0777
B-1886,"1,4,5,8-tetraaminoanthraquinone","InChI=1S/C14H12N4O2/c15-5-1-2-6(16)10-9(5)13(19)11-7(17)3-4-8(18)12(11)14(10)20/h1-4H,15-18H2",JSFUMBWFPQSADC-UHFFFAOYSA-N,Nc1ccc(N)c2C(=O)c3c(N)ccc(N)c3C(=O)c12,-6.9515
B-1887,medinoterb acetate,"InChI=1S/C13H16N2O6/c1-7-9(14(17)18)6-10(15(19)20)12(21-8(2)16)11(7)13(3,4)5/h6H,1-5H3",GZJNBGYLANALSV-UHFFFAOYSA-N,CC(=O)Oc1c(cc(c(C)c1C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,-4.4717
B-1888,"glycine, n-formyl-","InChI=1S/C3H5NO3/c5-2-4-1-3(6)7/h2H,1H2,(H,4,5)(H,6,7)",UGJBHEZMOKVTIM-UHFFFAOYSA-N,OC(=O)CNC=O,0.2672
B-1889,"ethanone, 1-(4-hydroxyphenyl)-2-phenyl-","InChI=1S/C14H12O2/c15-13-8-6-12(7-9-13)14(16)10-11-4-2-1-3-5-11/h1-9,15H,10H2",JBQTZLNCDIFCCO-UHFFFAOYSA-N,Oc1ccc(cc1)C(=O)Cc2ccccc2,-1.5008
B-1890,disulfoton sulfone,"InChI=1S/C8H19O4PS3/c1-4-11-13(14,12-5-2)15-7-8-16(9,10)6-3/h4-8H2,1-3H3",BKVJOVPVLOJPKJ-UHFFFAOYSA-N,CCO[P](=S)(OCC)SCC[S](=O)(=O)CC,-2.5403
B-1891,"benz[a]anthracene, 5-fluoro-7-methyl-","InChI=1S/C19H13F/c1-12-14-7-3-2-6-13(14)10-18-15-8-4-5-9-16(15)19(20)11-17(12)18/h2-11H,1H3",IGJZSNRZNHDOFW-UHFFFAOYSA-N,Cc1c2ccccc2cc3c1cc(F)c4ccccc34,-7.31
B-1892,1-methylbenz(a)anthracene,"InChI=1S/C19H14/c1-13-5-4-8-14-9-10-17-11-15-6-2-3-7-16(15)12-18(17)19(13)14/h2-12H,1H3",MWMBCXXTFFHALK-UHFFFAOYSA-N,Cc1cccc2ccc3cc4ccccc4cc3c12,-6.644
B-1893,2-nitro-5-chlorobenzoic acid,"InChI=1S/C7H4ClNO4/c8-4-1-2-6(9(12)13)5(3-4)7(10)11/h1-3H,(H,10,11)",ZKUYSJHXBFFGPU-UHFFFAOYSA-N,OC(=O)c1cc(Cl)ccc1[N+]([O-])=O,-1.319
B-1894,dibutyl phenyl phosphate,"InChI=1S/C14H23O4P/c1-3-5-12-16-19(15,17-13-6-4-2)18-14-10-8-7-9-11-14/h7-11H,3-6,12-13H2,1-2H3",YICSVBJRVMLQNS-UHFFFAOYSA-N,CCCCO[P](=O)(OCCCC)Oc1ccccc1,-3.4746
B-1895,chlorflurecol methyl,"InChI=1S/C15H11ClO3/c1-19-14(17)15(18)12-5-3-2-4-10(12)11-7-6-9(16)8-13(11)15/h2-8,18H,1H3",LINPVWIEWJTEEJ-UHFFFAOYSA-N,COC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13,-4.1836
B-1896,tetrachloroguaiacol,"InChI=1S/C7H4Cl4O2/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h12H,1H3",YZZVKLJKDFFSFL-UHFFFAOYSA-N,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.7949
B-1897,formothion,"InChI=1S/C6H12NO4PS2/c1-7(5-8)6(9)4-14-12(13,10-2)11-3/h5H,4H2,1-3H3",AIKKULXCBHRFOS-UHFFFAOYSA-N,CO[P](=S)(OC)SCC(=O)N(C)C=O,-1.9954
B-1898,"benz[a]anthracene, 6-fluoro-7-methyl-","InChI=1S/C19H13F/c1-12-15-8-4-2-6-13(15)10-17-16-9-5-3-7-14(16)11-18(20)19(12)17/h2-11H,1H3",YTMJGWZZUJCJPE-UHFFFAOYSA-N,Cc1c2ccccc2cc3c4ccccc4cc(F)c13,-7.31
B-1899,benz(a)anthracene-7-methyl,"InChI=1S/C19H14/c1-13-16-8-4-3-7-15(16)12-19-17(13)11-10-14-6-2-5-9-18(14)19/h2-12H,1H3",DIIFUCUPDHMNIV-UHFFFAOYSA-N,Cc1c2ccccc2cc3c4ccccc4ccc13,-7.343
B-1900,"nonanoic acid, 9-oxo-","InChI=1S/C9H16O3/c10-8-6-4-2-1-3-5-7-9(11)12/h8H,1-7H2,(H,11,12)",WLGDDELKYAWBBL-UHFFFAOYSA-N,OC(=O)CCCCCCCC=O,-0.9574
B-1901,"acetamide, 2,2-dichloro-n-phenyl-","InChI=1S/C8H7Cl2NO/c9-7(10)8(12)11-6-4-2-1-3-5-6/h1-5,7H,(H,11,12)",KJSVAEGLTPBKAA-UHFFFAOYSA-N,ClC(Cl)C(=O)Nc1ccccc1,-3.3555
B-1902,"1,3-dioxolane, 2-ethyl-","InChI=1S/C5H10O2/c1-2-5-6-3-4-7-5/h5H,2-4H2,1H3",WEBRDDDJKLAXTO-UHFFFAOYSA-N,CCC1OCCO1,0.2919
B-1903,"ethanediimidamide, n,n''-dihydroxy-","InChI=1S/C2H6N4O2/c3-1(5-7)2(4)6-8/h5,7H,3-4H2/b2-1-",XYIWQQBZKLUEND-UPHRSURJSA-N,N\C(NO)=C(/N)N=O,-0.7773
B-1904,3-methyl-4-nitrophenol,"InChI=1S/C7H7NO3/c1-5-4-6(9)2-3-7(5)8(10)11/h2-4,9H,1H3",PIIZYNQECPTVEO-UHFFFAOYSA-N,Cc1cc(O)ccc1[N+]([O-])=O,-2.1103
B-1905,c.i. disperse orange 1,"InChI=1S/C18H14N4O2/c23-22(24)18-12-10-17(11-13-18)21-20-16-8-6-15(7-9-16)19-14-4-2-1-3-5-14/h1-13,19H",YFVXLROHJBSEDW-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(Nc3ccccc3)cc2,-7.5229
B-1906,"guanidine, 2-benzothiazolyl-","InChI=1S/C8H8N4S/c9-7(10)12-8-11-5-3-1-2-4-6(5)13-8/h1-4H,(H4,9,10,11,12)",QMHWARSFUCGBJK-UHFFFAOYSA-N,NC(N)=Nc1sc2ccccc2n1,-2.4412
B-1907,2-hexenedioic acid,"InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1,3H,2,4H2,(H,7,8)(H,9,10)",HSBSUGYTMJWPAX-UHFFFAOYSA-N,OC(=O)CCC=CC(O)=O,-1.2045
B-1908,phorate sulfoxide,"InChI=1S/C7H17O3PS3/c1-4-9-11(12,10-5-2)13-7-14(8)6-3/h4-7H2,1-3H3",XRQHTUDGPWMPKX-UHFFFAOYSA-N,CCO[P](=S)(OCC)SC[S](=O)CC,-1.5384
B-1909,phorate sulfone,"InChI=1S/C7H17O4PS3/c1-4-10-12(13,11-5-2)14-7-15(8,9)6-3/h4-7H2,1-3H3",YVPSNUIHHFTTRL-UHFFFAOYSA-N,CCO[P](=S)(OCC)SC[S](=O)(=O)CC,-2.5309
B-1910,etridazole,"InChI=1S/C5H5Cl3N2OS/c1-2-11-4-9-3(10-12-4)5(6,7)8/h2H2,1H3",KQTVWCSONPJJPE-UHFFFAOYSA-N,CCOc1snc(n1)C(Cl)(Cl)Cl,-3.3254
B-1911,mecarbam,"InChI=1S/C10H20NO5PS2/c1-5-14-10(13)11(4)9(12)8-19-17(18,15-6-2)16-7-3/h5-8H2,1-4H3",KLGMSAOQDHLCOS-UHFFFAOYSA-N,CCOC(=O)N(C)C(=O)CS[P](=S)(OCC)OCC,-2.5177
B-1912,fenthoate,"InChI=1S/C12H17O4PS2/c1-4-16-12(13)11(10-8-6-5-7-9-10)19-17(18,14-2)15-3/h5-9,11H,4H2,1-3H3",XAMUDJHXFNRLCY-UHFFFAOYSA-N,CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,-4.4643
B-1913,chipcote,InChI=1S/CN.CH3.Hg/c1-2;;/h;1H3;,DHKAICYEDDOCRO-UHFFFAOYSA-N,C[Hg]C#N,-0.0821
B-1914,"3,5-pyridinedicarboxylic acid, 2,6-dimethyl-","InChI=1S/C9H9NO4/c1-4-6(8(11)12)3-7(9(13)14)5(2)10-4/h3H,1-2H3,(H,11,12)(H,13,14)",WQFXJSOUBPGBGW-UHFFFAOYSA-N,Cc1nc(C)c(cc1C(O)=O)C(O)=O,-2.809
B-1915,acid red 18,"InChI=1S/C20H14N2O10S3.3Na/c23-16-7-5-11-9-12(33(24,25)26)10-18(35(30,31)32)19(11)20(16)22-21-15-6-8-17(34(27,28)29)14-4-2-1-3-13(14)15;;;/h1-10,21H,(H,24,25,26)(H,27,28,29)(H,30,31,32);;;/q;3*+1/p-3/b22-20+;;;",IVNZBWNBYXERPK-DZGBHZPSSA-K,[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1cc2C=CC(=O)\C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)c2c(c1)[S]([O-])(=O)=O,-0.8783
B-1916,p-acetoxyacetanilide,"InChI=1S/C10H11NO3/c1-7(12)11-9-3-5-10(6-4-9)14-8(2)13/h3-6H,1-2H3,(H,11,12)",UJAOSPFULOFZRR-UHFFFAOYSA-N,CC(=O)Nc1ccc(OC(C)=O)cc1,-1.9076
B-1917,"2,4(1h,3h)-pteridinedione, 1,3,6,7-tetramethyl-",InChI=1S/C10H12N4O2/c1-5-6(2)12-8-7(11-5)9(15)14(4)10(16)13(8)3/h1-4H3,RIUBVVOTTNDDIR-UHFFFAOYSA-N,CN1C(=O)N(C)c2nc(C)c(C)nc2C1=O,-1.3429
B-1918,"butanoic acid, 4-nitrophenyl ester","InChI=1S/C10H11NO4/c1-2-3-10(12)15-9-6-4-8(5-7-9)11(13)14/h4-7H,2-3H2,1H3",DVDUMIQZEUTAGK-UHFFFAOYSA-N,CCCC(=O)Oc1ccc(cc1)[N+]([O-])=O,-3.9404
B-1919,"1,2-naphthalenedione, 1-oxime","InChI=1S/C10H7NO2/c12-9-6-5-7-3-1-2-4-8(7)10(9)11-13/h1-6,12H",YXAOOTNFFAQIPZ-UHFFFAOYSA-N,Oc1ccc2ccccc2c1N=O,-2.9374
B-1920,"4,4'-dicyano-4,4'azo-di-valeric acid","InChI=1S/C12H16N4O4/c1-11(7-13,5-3-9(17)18)15-16-12(2,8-14)6-4-10(19)20/h3-6H2,1-2H3,(H,17,18)(H,19,20)/p-2/t11-,12+",VFXXTYGQYWRHJP-TXEJJXNPSA-L,C[C@@](CCC([O-])=O)(N=N[C@](C)(CCC([O-])=O)C#N)C#N,-2.0083
B-1921,azinphos ethyl,"InChI=1S/C12H16N3O3PS2/c1-3-17-19(20,18-4-2)21-9-15-12(16)10-7-5-6-8-11(10)13-14-15/h5-8H,3-4,9H2,1-2H3",RQVGAIADHNPSME-UHFFFAOYSA-N,CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O,-4.5171
B-1922,6-aminochrysene,"InChI=1S/C18H13N/c19-18-11-17-13-6-2-1-5-12(13)9-10-15(17)14-7-3-4-8-16(14)18/h1-11H,19H2",KIVUHCNVDWYUNP-UHFFFAOYSA-N,Nc1cc2c3ccccc3ccc2c4ccccc14,-6.1958
B-1923,"3,5-bis(tert-butyl)phenol methylcarbamate","InChI=1S/C16H25NO2/c1-15(2,3)11-8-12(16(4,5)6)10-13(9-11)19-14(18)17-7/h8-10H,1-7H3,(H,17,18)",SLZWBCGZQRRUNG-UHFFFAOYSA-N,CNC(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C,-4.2445
B-1924,"1,4-dichloro-2,5-dimethoxybenzene","InChI=1S/C8H8Cl2O2/c1-11-7-3-6(10)8(12-2)4-5(7)9/h3-4H,1-2H3",PFIADAMVCJPXSF-UHFFFAOYSA-N,COc1cc(Cl)c(OC)cc1Cl,-4.413
B-1925,".beta.-alanine, n-methyl-","InChI=1S/C4H9NO2/c1-5-3-2-4(6)7/h5H,2-3H2,1H3,(H,6,7)",VDIPNVCWMXZNFY-UHFFFAOYSA-N,CNCCC(O)=O,-0.0543
B-1926,2-chlorodiphenyl ether,InChI=1S/C12H9ClO/c13-11-8-4-5-9-12(11)14-10-6-2-1-3-7-10/h1-9H,IPBRZLMGGXHHMS-UHFFFAOYSA-N,Clc1ccccc1Oc2ccccc2,-4.7796
B-1927,"phosphoric acid, butyl diethyl ester","InChI=1S/C8H19O4P/c1-4-7-8-12-13(9,10-5-2)11-6-3/h4-8H2,1-3H3",DWSYMNWJOYKKCK-UHFFFAOYSA-N,CCCCO[P](=O)(OCC)OCC,-1.1466
B-1928,"leucine, ethyl ester","InChI=1S/C8H17NO2/c1-4-11-8(10)7(9)5-6(2)3/h6-7H,4-5,9H2,1-3H3/t7-/m0/s1",QIGLJVBIRIXQRN-ZETCQYMHSA-N,CCOC(=O)[C@@H](N)CC(C)C,-0.5606
B-1929,"n,n'-bis-phenylacetyl-cystine","InChI=1S/C22H24N2O6S2/c25-19(11-15-7-3-1-4-8-15)23-17(21(27)28)13-31-32-14-18(22(29)30)24-20(26)12-16-9-5-2-6-10-16/h1-10,17-18H,11-14H2,(H,23,25)(H,24,26)(H,27,28)(H,29,30)",DWRCRIMPBCLETK-UHFFFAOYSA-N,OC(=O)C(CSSCC(NC(=O)Cc1ccccc1)C(O)=O)NC(=O)Cc2ccccc2,-1.833
B-1930,diquat,"InChI=1S/C12H12N2/c1-3-7-13-9-10-14-8-4-2-6-12(14)11(13)5-1/h1-8H,9-10H2/q+2",SYJFEGQWDCRVNX-UHFFFAOYSA-N,C1C[n+]2ccccc2c3cccc[n+]13,-3.425
B-1931,"4,5-dichloroveratrole","InChI=1S/C8H8Cl2O2/c1-11-7-3-5(9)6(10)4-8(7)12-2/h3-4H,1-2H3",RJYXLZQZBLGBOM-UHFFFAOYSA-N,COc1cc(Cl)c(Cl)cc1OC,-3.4588
B-1932,endothion,"InChI=1S/C9H13O6PS/c1-12-9-5-15-7(4-8(9)10)6-17-16(11,13-2)14-3/h4-5H,6H2,1-3H3",YCAGGFXSFQFVQL-UHFFFAOYSA-N,COC1=COC(=CC1=O)CS[P](=O)(OC)OC,0.7286
B-1933,"phosphonic acid, (1-hydroxyethylidene)bis-","InChI=1S/C2H8O7P2/c1-2(3,10(4,5)6)11(7,8)9/h3H,1H3,(H2,4,5,6)(H2,7,8,9)",DBVJJBKOTRCVKF-UHFFFAOYSA-N,CC(O)([P](O)(O)=O)[P](O)(O)=O,0.5249
B-1934,dinoseb acetate,"InChI=1S/C12H14N2O6/c1-4-7(2)10-5-9(13(16)17)6-11(14(18)19)12(10)20-8(3)15/h5-7H,4H2,1-3H3",RDJTWDKSYLLHRW-UHFFFAOYSA-N,CCC(C)c1cc(cc(c1OC(C)=O)[N+]([O-])=O)[N+]([O-])=O,-2.1082
B-1935,"trans-2,5-dimethylpiperazine","InChI=1S/C6H14N2/c1-5-3-8-6(2)4-7-5/h5-8H,3-4H2,1-2H3/p+2/t5-,6+",NSMWYRLQHIXVAP-OLQVQODUSA-P,C[C@H]1C[NH2+][C@H](C)C[NH2+]1,0.4864
B-1936,4-oxo-pent-2-enoic acid,"InChI=1S/C5H6O3/c1-4(6)2-3-5(7)8/h2-3H,1H3,(H,7,8)",XGTKSWVCNVUVHG-UHFFFAOYSA-N,CC(=O)C=CC(O)=O,-0.2332
B-1937,"undecanoic acid, 11-bromo-","InChI=1S/C11H21BrO2/c12-10-8-6-4-2-1-3-5-7-9-11(13)14/h1-10H2,(H,13,14)",IUDGNRWYNOEIKF-UHFFFAOYSA-N,OC(=O)CCCCCCCCCCBr,-3.699
B-1938,"butanoic acid, 2-amino-, (.+-.)-","InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QWCKQJZIFLGMSD-UHFFFAOYSA-N,CCC(N)C(O)=O,0.2868
B-1939,"1-chloro-1,2,2,2-tetrafluoroethane","InChI=1S/C2HClF4/c3-1(4)2(5,6)7/h1H",BOUGCJDAQLKBQH-UHFFFAOYSA-N,FC(Cl)C(F)(F)F,-1.959
B-1940,m-chloroanisole,"InChI=1S/C7H7ClO/c1-9-7-4-2-3-6(8)5-7/h2-5H,1H3",YUKILTJWFRTXGB-UHFFFAOYSA-N,COc1cccc(Cl)c1,-2.783
